0.00503555 -1.12812 0.236976 0.598315 
0.00579852 -1.43666 1.49159 0.339213 
0.00549333 -1.38325 2.30903 0.171361 
0.0019837 -0.805231 2.20817 -0.623035 
0.00579852 -0.215766 1.53874 -0.889157 
0.00488296 0.757927 0.771661 -1.41148 
0.0021363 1.69286 0.410474 -1.32313 
0.00686666 2.19092 0.163427 -1.49754 
0.00274667 1.61061 -0.0242622 -1.21311 
0.0061037 0.543382 -0.224158 -1.09516 
0.000915555 -0.608692 -0.24369 -0.167394 
0.00503555 -0.8623 -0.228278 0.631886 
0.00625629 -0.666066 -0.199744 1.72597 
0.00366222 -0.358745 -0.372326 1.52104 
0.00854518 -0.44908 -0.615253 1.20716 
0.00518815 -0.414289 -1.0651 0.16541 
0.00289926 -0.756859 -1.30665 -0.465255 
0.00549333 -1.07761 -1.02161 -0.978729 
0.00656148 -0.860927 -0.118717 -0.253304 
0.00518815 0.249947 0.883663 0.366222 
0.00671407 0.977813 1.49968 1.51402 
0.0019837 0.920896 1.30055 1.8688 
0.00625629 0.18952 0.718253 1.9161 
0.00396741 0.125889 0.130772 1.23707 
0.00442518 0.496689 -0.337535 1.0538 
0.00442518 0.898618 -0.932035 0.229499 
0.00167852 0.515 -1.29307 -0.106052 
0.00488296 0.00518815 -1.11164 -0.0442518 
0.00305185 -0.0912503 -0.13184 1.42582 
0.00259407 0.134587 1.01703 2.41783 
0.00503555 -0.603046 1.6155 2.7749 
0.00671407 -1.38554 1.25446 1.30528 
0.00656148 -1.44597 0.362865 -0.523392 
0.0117496 -0.587939 -0.697043 -2.66457 
0.00366222 0.319987 -1.34388 -3.49208 
0.0126652 0.813013 -1.3599 -4.21659 
0.00595111 0.540178 -0.729545 -4.48683 
0.00915555 0.505081 0.163884 -4.00571 
0.00732444 0.390484 1.09943 -1.83065 
0.00656148 0.0875881 1.40034 0.207221 
0.00732444 -0.0422681 1.07654 1.76489 
0.0112918 0.959502 0.531175 1.58025 
0.00824 1.88849 0.0866726 0.834376 
0.00305185 1.61092 -0.583819 -1.15329 
0.00503555 -0.0523392 -1.25355 -2.88507 
0.0061037 -1.21952 -1.57109 -3.8551 
0.00473037 -1.54302 -0.835292 -2.46391 
0.00473037 -1.41179 0.509507 0.115818 
0.00259407 -1.69637 1.71911 2.73934 
0.00488296 -1.61824 1.91794 2.93893 
-0.00122074 -1.02893 1.18 1.95257 
0.01236 -0.00457778 -0.0645466 0.00915555 
0.00412 0.669576 -1.16153 -1.23737 
0.00564592 1.10172 -1.86956 -2.57912 
0.00595111 1.27079 -1.96493 -2.41081 
0.00244148 1.67043 -1.3976 -0.965148 
0.0061037 1.56133 -0.257424 1.6158 
0.00305185 0.942564 0.433363 3.09305 
0.00412 0.242012 0.143742 4.01013 
0.00579852 -0.172124 -0.901364 3.67244 
0.00228889 -1.35746 -1.61092 2.03101 
0.00549333 -2.46864 -1.816 -1.20182 
0.00625629 -2.52174 -1.62908 -3.24885 
0.00518815 -1.23463 -1.1568 -3.72341 
0.00152593 0.0529496 -0.0598163 -1.91168 
0.00534074 1.07776 1.25858 -0.069277 
0.0061037 1.49724 2.18223 1.14032 
0.00350963 1.46641 2.21717 0.327158 
0.00824 0.919523 1.74551 -0.735496 
0.000305185 0.865963 1.01917 -1.6747 
0.00854518 0.954466 0.513779 -1.21891 
0.00595111 1.08646 0.261544 -0.275124 
0.00350963 0.790277 0.279244 1.3831 
0.00366222 0.203711 0.431684 1.85644 
0.0019837 -1.03504 0.830256 1.92892 
0.00625629 -1.78503 0.788903 1.46428 
0.00442518 -1.76275 -0.138859 1.61794 
0.00579852 -1.43284 -1.40965 1.03839 
0.00305185 -1.24485 -1.86178 0.302896 
0.00625629 -0.413068 -1.45054 -0.847804 
0.00061037 0.322428 -0.193487 -1.36799 
0.0125126 0.926847 1.19053 -1.82134 
0.00412 1.18671 1.98309 -0.441908 
0.00549333 1.31764 1.90619 1.51128 
0.00518815 1.13346 1.11606 3.52535 
0.00366222 1.16749 -0.296793 3.7228 
0.00518815 0.983764 -1.80685 2.99371 
0.00137333 0.389569 -2.68975 1.56682 
0.00503555 -0.774865 -2.47887 0.567797 
0.00061037 -1.50487 -1.62694 -0.908383 
0.01236 -1.76687 -0.266579 -1.29536 
0.00381481 -1.72155 1.0361 -1.20777 
0.00579852 -1.86056 2.05313 -0.423444 
0.00442518 -1.35029 2.29987 -0.0392163 
0.00183111 -0.444044 1.82684 0.362407 
0.00701926 0.621052 0.700552 -0.672323 
0.00228889 1.40706 -0.446638 -1.56484 
0.00457778 2.32246 -1.12491 -2.2486 
0.00564592 2.91009 -0.697806 -1.92206 
0.00183111 2.93786 0.594195 -1.95471 
0.00991852 1.38386 1.93609 -1.26164 
0.0021363 -0.720542 2.43538 -0.179144 
0.00412 -2.03574 2.37388 1.43559 
0.00381481 -1.94754 1.94021 1.73132 
0.00381481 -1.76138 1.1919 1.34938 
0.00579852 -1.37303 -0.0256355 -0.201727 
0.00640889 -0.778069 -1.22471 -1.1565 
0.00595111 -0.0575274 -1.77572 -1.35716 
0.00473037 0.262154 -1.50716 0.223853 
0.00335704 0.778375 -1.21372 1.47923 
0.000915555 0.918607 -0.998871 1.95502 
0.0105289 0.603351 -0.674612 1.00055 
